ID_Ingreso,Especie,Raza,Edad_Meses,Peso_Kg,Tamano,Estado_Salud,Nivel_Sociabilidad,Esterilizado,Publicaciones,Interacciones_RRSS,Visitas_Recibidas,Costos_Mantenimiento,Dias_Estadia,Nombre,Adoptado,Fecha_Ingreso
PAE-00936,Perro,Mestizo,34,8.2,Mediano,Bueno,Alto,Si,4,43,3,37.42,38,Duke,True,2026-05-20
PAE-00937,Perro,Mestizo,5,10.1,Mediano,En Tratamiento,Medio,No,1,106,5,100.92,106,Oliver,False,2026-02-17
PAE-00938,Gato,Mestizo,21,7.2,Pequeño,Bueno,Alto,Si,0,244,6,42.76,13,Mia,True,2026-06-03
PAE-00939,Perro,Mestizo,32,18.2,Pequeño,Excelente,Medio,Si,7,110,12,79.98,29,Simba,False,2026-05-13
PAE-00940,Perro,Mestizo,22,9.1,Pequeño,Excelente,Bajo,No,2,133,2,49.38,93,Smokey,True,2026-03-28
PAE-00941,Perro,Mestizo,32,11.1,Mediano,Bueno,Medio,No,2,237,11,40.17,43,Jack,True,2026-05-08
PAE-00942,Perro,Mestizo,24,11.4,Pequeño,Regular,Medio,No,5,291,2,63.48,80,Molly,False,2026-03-25
PAE-00943,Perro,Pastor Alemán,23,21.7,Pequeño,Bueno,Medio,No,0,266,12,77.63,33,Daisy,True,2026-05-10
PAE-00944,Gato,Persa,22,17.3,Grande,Bueno,Alto,No,2,195,4,80.15,18,Apollo,True,2026-06-12
PAE-00945,Perro,Poodle,25,16.7,Grande,Bueno,Medio,No,2,221,2,74.07,61,Luna,True,2026-04-13
PAE-00946,Perro,Bulldog,13,2.5,Pequeño,Regular,Medio,Si,2,211,8,18.54,8,Bella,True,2026-05-26
PAE-00947,Perro,Poodle,2,8.1,Pequeño,Excelente,Alto,No,3,96,1,43.74,2,Charlie,True,2026-06-06
PAE-00948,Gato,Angora,29,19.1,Pequeño,En Tratamiento,Medio,Si,3,227,9,129.39,91,Oscar,False,2026-03-26
PAE-00949,Gato,Mestizo,31,5.0,Mediano,Bueno,Medio,Si,5,95,13,29.89,12,Tequila,False,2026-05-23
PAE-00950,Perro,Mestizo,21,12.5,Grande,En Tratamiento,Bajo,Si,7,261,12,109.77,119,Milo,True,2026-02-12
PAE-00951,Perro,Poodle,11,5.6,Pequeño,Bueno,Bajo,No,2,213,11,27.08,32,Manchas,True,2026-05-29
PAE-00952,Perro,Mestizo,1,6.2,Pequeño,Regular,Alto,No,5,10,6,31.42,34,Mia,True,2026-05-25
PAE-00953,Perro,Mestizo,19,22.1,Mediano,Bueno,Medio,No,4,297,6,85.97,50,Sasha,True,2026-04-15
PAE-00954,Gato,Mestizo,1,16.3,Mediano,Excelente,Medio,No,5,147,2,64.95,47,Zeus,True,2026-05-09
PAE-00955,Perro,Mestizo,1,17.9,Pequeño,Regular,Alto,No,3,139,7,78.48,52,Bailey,False,2026-05-08
PAE-00956,Perro,Mestizo,17,16.7,Mediano,Regular,Bajo,No,0,295,11,81.48,84,Mia,False,2026-03-26
PAE-00957,Perro,Mestizo,8,11.2,Pequeño,Bueno,Bajo,No,1,183,10,58.33,86,Smokey,False,2026-03-22
PAE-00958,Perro,Mestizo,22,7.9,Mediano,Regular,Medio,No,7,259,11,40.95,42,Lola,True,2026-05-03
PAE-00959,Perro,Bulldog,16,9.6,Mediano,Bueno,Medio,No,0,134,13,55.5,7,Felix,True,2026-06-05
PAE-00960,Perro,Poodle,10,10.8,Grande,Regular,Alto,No,1,280,14,58.12,27,Romeo,True,2026-05-06
PAE-00961,Perro,Bulldog,1,22.7,Mediano,Bueno,Medio,No,4,219,2,90.95,41,Canela,True,2026-04-29
PAE-00962,Perro,Bulldog,7,4.0,Grande,Bueno,Bajo,Si,4,240,4,27.47,68,Apollo,True,2026-04-24
PAE-00963,Perro,Mestizo,8,8.7,Mediano,Bueno,Medio,No,1,182,0,46.82,65,Milo,True,2026-04-25
PAE-00964,Perro,Mestizo,3,6.5,Mediano,Bueno,Medio,No,1,362,14,33.92,26,Zeus,True,2026-06-05
PAE-00965,Perro,Mestizo,14,18.3,Mediano,Regular,Medio,No,2,387,9,74.23,59,Sam,False,2026-04-22
PAE-00966,Perro,Pastor Alemán,4,23.1,Grande,Bueno,Medio,No,2,10,3,99.62,55,Scout,True,2026-04-27
PAE-00967,Perro,Mestizo,16,13.9,Grande,Excelente,Medio,No,7,292,13,68.33,45,Teddy,False,2026-04-19
PAE-00968,Perro,Poodle,20,14.3,Pequeño,Bueno,Medio,No,3,92,1,60.11,31,Charlie,True,2026-05-21
PAE-00969,Perro,Mestizo,8,12.5,Grande,Regular,Medio,No,2,250,11,60.74,59,Teddy,True,2026-05-03
PAE-00970,Perro,Pastor Alemán,23,14.6,Grande,Bueno,Medio,No,0,22,12,67.92,32,Thor,True,2026-05-04
PAE-00971,Perro,Mestizo,1,16.6,Mediano,Bueno,Bajo,No,3,240,13,67.72,73,Thor,True,2026-04-12
PAE-00972,Gato,Persa,4,14.6,Pequeño,En Tratamiento,Alto,No,0,116,4,112.56,81,Rocky,True,2026-03-15
PAE-00973,Perro,Mestizo,16,15.0,Grande,Bueno,Bajo,Si,2,154,3,70.06,94,Garfield,True,2026-03-06
PAE-00974,Perro,Mestizo,26,16.7,Grande,Regular,Medio,No,2,156,3,76.11,102,Oscar,False,2026-02-23
PAE-00975,Perro,Mestizo,28,1.3,Pequeño,Regular,Medio,Si,2,126,3,18.18,65,Duke,True,2026-04-03
PAE-00976,Perro,Pastor Alemán,37,12.0,Grande,Bueno,Bajo,No,2,129,13,58.48,71,Salem,True,2026-04-17
PAE-00977,Perro,Mestizo,13,13.8,Pequeño,En Tratamiento,Medio,Si,3,160,4,109.26,106,Milo,True,2026-02-27
PAE-00978,Perro,Pastor Alemán,16,14.5,Pequeño,Regular,Bajo,No,6,184,8,66.08,65,Canela,True,2026-04-15
PAE-00979,Perro,Poodle,5,11.0,Mediano,Bueno,Alto,Si,3,232,8,57.75,5,Toby,True,2026-06-08
PAE-00980,Perro,Poodle,2,13.0,Mediano,Bueno,Alto,Si,1,386,3,55.49,19,Lola,True,2026-05-21
PAE-00981,Perro,Mestizo,20,7.7,Mediano,Regular,Medio,No,1,105,10,37.54,52,Nala,False,2026-04-25
PAE-00982,Gato,Mestizo,8,1.4,Pequeño,Bueno,Bajo,No,3,212,8,15.0,82,Thor,False,2026-04-01
PAE-00983,Perro,Mestizo,32,17.9,Grande,Regular,Bajo,Si,0,277,7,82.49,122,Oreo,False,2026-02-02
PAE-00984,Perro,Pastor Alemán,1,5.2,Pequeño,Bueno,Medio,No,5,129,12,33.0,4,Max,True,2026-06-08
PAE-00985,Perro,Pastor Alemán,23,11.0,Pequeño,Bueno,Medio,No,3,10,4,50.42,26,Buster,True,2026-05-10
PAE-00986,Perro,Poodle,5,7.5,Pequeño,Bueno,Medio,Si,4,10,7,47.5,10,Pelusa,False,2026-06-14
PAE-00987,Perro,Mestizo,8,21.5,Mediano,Excelente,Bajo,No,8,10,13,89.04,56,Molly,True,2026-04-11
PAE-00988,Perro,Mestizo,24,11.5,Grande,Excelente,Medio,No,0,354,12,44.33,53,Salem,True,2026-04-30
PAE-00989,Perro,Pastor Alemán,9,10.1,Mediano,Regular,Medio,No,2,261,6,47.14,55,Oscar,True,2026-04-24
PAE-00990,Gato,Mestizo,11,16.5,Grande,Regular,Medio,No,1,275,1,73.07,87,Teddy,False,2026-03-11
PAE-00991,Gato,Persa,8,24.9,Pequeño,Regular,Medio,No,2,298,9,104.02,34,Rocky,True,2026-05-18
PAE-00992,Perro,Mestizo,39,14.4,Mediano,Bueno,Medio,Si,3,142,14,62.02,51,Bailey,False,2026-05-04
PAE-00993,Perro,Mestizo,10,9.7,Mediano,Regular,Bajo,No,2,430,12,46.83,90,Salem,False,2026-03-06
PAE-00994,Perro,Bulldog,18,16.2,Mediano,Bueno,Medio,Si,3,233,7,69.04,2,Sophie,True,2026-06-01
PAE-00995,Perro,Mestizo,15,2.6,Pequeño,Regular,Bajo,No,8,192,8,27.0,69,Charlie,False,2026-04-14
PAE-00996,Perro,Mestizo,20,12.3,Mediano,Bueno,Alto,Si,1,311,1,64.52,14,Luna,True,2026-06-08
PAE-00997,Gato,Angora,10,24.0,Mediano,En Tratamiento,Medio,No,1,266,10,140.06,95,Oreo,True,2026-03-22
PAE-00998,Perro,Labrador,15,12.9,Mediano,Regular,Medio,No,4,333,11,67.21,40,Toby,True,2026-05-22
PAE-00999,Gato,Siamés,22,12.6,Mediano,Bueno,Medio,No,2,339,1,60.01,41,Simba,False,2026-05-05
PAE-01000,Perro,Poodle,7,12.1,Pequeño,Bueno,Bajo,No,3,164,9,56.49,51,Molly,True,2026-05-04
PAE-01001,Perro,Mestizo,31,9.6,Mediano,Bueno,Alto,No,6,218,8,47.06,24,Buster,True,2026-05-13
PAE-01002,Perro,Mestizo,32,13.9,Pequeño,Excelente,Alto,No,4,109,0,58.58,51,Manchas,True,2026-05-06
PAE-01003,Gato,Mestizo,25,16.7,Grande,Bueno,Medio,No,2,37,2,68.83,75,Garfield,True,2026-03-29
PAE-01004,Perro,Mestizo,18,10.0,Mediano,Bueno,Alto,Si,4,283,13,44.83,2,Sam,True,2026-06-14
PAE-01005,Gato,Mestizo,1,1.0,Pequeño,Excelente,Bajo,Si,3,295,2,15.0,74,Teddy,True,2026-03-31
PAE-01006,Perro,Poodle,23,14.8,Grande,En Tratamiento,Alto,No,1,10,5,113.51,89,Sophie,True,2026-03-31
PAE-01007,Perro,Mestizo,13,24.8,Mediano,Bueno,Medio,No,4,128,10,112.05,51,Max,False,2026-04-28
PAE-01008,Gato,Mestizo,15,9.7,Pequeño,Regular,Alto,Si,2,205,6,45.1,22,Milo,True,2026-05-22
PAE-01009,Perro,Mestizo,1,3.2,Mediano,Regular,Medio,Si,0,215,2,24.47,56,Daisy,False,2026-04-26
PAE-01010,Perro,Mestizo,23,16.1,Pequeño,Bueno,Medio,Si,3,404,14,75.91,18,Bailey,True,2026-05-18
PAE-01011,Perro,Mestizo,1,22.5,Grande,Bueno,Alto,No,5,137,7,88.35,25,Buster,True,2026-05-22
PAE-01012,Gato,Persa,19,15.2,Grande,Regular,Medio,No,5,182,1,60.88,67,Lucy,True,2026-04-15
PAE-01013,Gato,Mestizo,28,22.3,Grande,En Tratamiento,Medio,No,1,264,10,128.3,138,Felix,True,2026-02-13
PAE-01014,Perro,Mestizo,12,16.8,Mediano,Bueno,Bajo,Si,5,164,13,73.71,42,Bella,False,2026-05-15
PAE-01015,Perro,Labrador,32,16.2,Mediano,Regular,Alto,Si,3,149,2,68.43,38,Jack,True,2026-05-10
PAE-01016,Gato,Mestizo,9,8.9,Mediano,En Tratamiento,Medio,No,3,141,12,84.29,88,Teddy,True,2026-03-23
PAE-01017,Perro,Mestizo,25,13.7,Pequeño,Regular,Bajo,No,6,223,9,59.38,89,Sparky,True,2026-03-08
PAE-01018,Perro,Pastor Alemán,2,11.8,Mediano,En Tratamiento,Bajo,No,3,182,1,105.45,141,Manchas,False,2026-01-18
PAE-01019,Gato,Mestizo,30,11.6,Mediano,Bueno,Bajo,Si,4,268,1,53.25,88,Max,True,2026-03-31
PAE-01020,Perro,Mestizo,28,10.5,Pequeño,En Tratamiento,Bajo,No,3,235,11,100.54,141,Jack,True,2026-01-24
PAE-01021,Perro,Labrador,23,13.4,Mediano,Regular,Medio,No,3,10,10,63.6,37,Oliver,False,2026-05-12
PAE-01022,Perro,Mestizo,13,4.2,Grande,Excelente,Medio,No,1,24,5,30.18,54,Sasha,False,2026-05-05
PAE-01023,Gato,Mestizo,1,16.9,Grande,En Tratamiento,Alto,No,4,149,2,118.61,93,Oliver,False,2026-03-11
PAE-01024,Gato,Mestizo,13,6.7,Pequeño,Bueno,Medio,Si,2,298,2,41.55,38,Manchas,True,2026-05-08
PAE-01025,Gato,Mestizo,31,10.5,Pequeño,Bueno,Bajo,No,3,134,8,52.82,81,Canela,True,2026-04-09
PAE-01026,Perro,Mestizo,19,14.0,Pequeño,Bueno,Medio,No,4,237,0,64.52,39,Felix,True,2026-05-09
PAE-01027,Gato,Mestizo,1,6.4,Grande,Excelente,Medio,No,2,259,8,27.43,52,Bruno,False,2026-04-19
PAE-01028,Gato,Mestizo,4,1.0,Pequeño,Bueno,Medio,No,2,254,11,16.54,21,Sasha,True,2026-06-01
PAE-01029,Perro,Mestizo,33,9.7,Mediano,Regular,Medio,Si,5,145,10,40.81,66,Nala,False,2026-04-16
PAE-01030,Gato,Persa,23,3.4,Pequeño,Excelente,Bajo,No,3,85,1,21.14,67,Shadow,True,2026-04-22
PAE-01031,Perro,Labrador,3,16.3,Mediano,Bueno,Medio,No,5,68,1,76.59,37,Jasper,True,2026-05-19
PAE-01032,Perro,Bulldog,1,5.1,Mediano,Excelente,Alto,No,3,497,4,31.58,13,Dexter,True,2026-05-20
PAE-01033,Perro,Mestizo,10,20.9,Mediano,Bueno,Bajo,Si,5,245,5,96.04,86,Bella,True,2026-03-19
PAE-01034,Perro,Mestizo,1,12.0,Pequeño,Regular,Medio,Si,5,384,7,60.08,42,Oliver,False,2026-05-15
PAE-01035,Perro,Mestizo,16,12.4,Mediano,Regular,Bajo,Si,2,116,0,54.39,109,Pelusa,True,2026-02-28
PAE-01036,Perro,Bulldog,47,1.0,Pequeño,En Tratamiento,Medio,Si,2,324,11,61.02,81,Leo,True,2026-04-06
PAE-01037,Perro,Mestizo,1,12.9,Mediano,Bueno,Medio,No,3,152,4,62.84,44,Smokey,True,2026-05-05
PAE-01038,Perro,Mestizo,15,11.5,Grande,Bueno,Bajo,Si,2,197,11,57.61,69,Felix,True,2026-04-19
PAE-01039,Perro,Mestizo,33,4.2,Pequeño,En Tratamiento,Medio,No,3,171,9,79.11,112,Daisy,True,2026-02-21
PAE-01040,Perro,Mestizo,26,12.5,Grande,Regular,Medio,Si,2,112,13,47.49,62,Leo,True,2026-04-13
PAE-01041,Perro,Mestizo,16,9.6,Mediano,Bueno,Alto,No,3,113,7,40.36,7,Jack,True,2026-06-05
PAE-01042,Gato,Mestizo,16,10.7,Pequeño,Regular,Bajo,No,1,196,10,48.99,90,Jack,True,2026-03-20
PAE-01043,Perro,Mestizo,4,12.2,Mediano,En Tratamiento,Alto,No,3,141,1,105.45,98,Manchas,True,2026-03-17
PAE-01044,Perro,Labrador,14,9.2,Pequeño,Regular,Bajo,No,4,212,9,50.64,82,Duke,True,2026-04-03
PAE-01045,Gato,Mestizo,20,13.5,Mediano,Bueno,Medio,No,5,116,8,47.56,33,Thor,True,2026-05-23
PAE-01046,Perro,Labrador,31,11.5,Mediano,Regular,Medio,No,4,270,14,50.36,29,Pelusa,True,2026-05-21
PAE-01047,Perro,Mestizo,10,14.8,Pequeño,Excelente,Bajo,No,1,154,9,69.3,72,Sam,True,2026-04-07
PAE-01048,Perro,Mestizo,15,8.8,Mediano,Bueno,Alto,No,0,363,3,40.37,36,Jasper,False,2026-05-06
PAE-01049,Gato,Mestizo,6,5.6,Grande,Bueno,Medio,No,4,194,10,35.64,29,Max,False,2026-06-01
PAE-01050,Perro,Mestizo,20,7.7,Grande,Bueno,Bajo,Si,5,189,6,44.05,57,Leo,True,2026-04-27
PAE-01051,Gato,Mestizo,27,20.7,Mediano,Excelente,Bajo,No,3,360,0,84.46,112,Zeus,True,2026-02-14
PAE-01052,Perro,Mestizo,25,17.7,Grande,Excelente,Medio,Si,3,150,12,77.11,57,Garfield,True,2026-04-08
PAE-01053,Gato,Mestizo,3,19.3,Mediano,Regular,Medio,No,5,159,1,81.49,78,Teddy,True,2026-03-18
PAE-01054,Gato,Mestizo,19,19.7,Mediano,Regular,Bajo,No,3,129,0,86.16,121,Nala,True,2026-02-21
PAE-01055,Gato,Mestizo,9,9.2,Grande,En Tratamiento,Bajo,No,4,220,14,90.78,128,Simba,True,2026-02-19
PAE-01056,Perro,Mestizo,30,13.8,Mediano,Bueno,Bajo,No,2,126,7,53.81,93,Sparky,True,2026-03-25
PAE-01057,Gato,Mestizo,16,12.5,Mediano,Bueno,Medio,No,0,277,0,61.15,62,Scout,False,2026-04-27
PAE-01058,Perro,Mestizo,1,16.0,Mediano,En Tratamiento,Bajo,No,3,195,8,115.46,150,Buster,True,2026-01-04
PAE-01059,Perro,Pastor Alemán,15,10.3,Grande,Bueno,Medio,No,3,283,11,53.44,36,Scout,True,2026-04-30
PAE-01060,Perro,Mestizo,23,12.6,Grande,Regular,Alto,No,0,272,6,54.49,65,Oreo,True,2026-04-03
PAE-01061,Gato,Mestizo,20,12.4,Mediano,Regular,Medio,No,1,148,14,56.95,44,Sasha,False,2026-04-27
PAE-01062,Gato,Mestizo,11,15.2,Pequeño,Excelente,Alto,No,6,126,4,65.42,10,Garfield,True,2026-06-11
PAE-01063,Gato,Mestizo,10,15.9,Mediano,Regular,Alto,Si,1,167,0,75.07,35,Lucy,True,2026-05-13
PAE-01064,Perro,Pastor Alemán,6,12.6,Mediano,Regular,Medio,No,3,200,3,62.11,58,Lucy,True,2026-04-09
PAE-01065,Perro,Bulldog,13,12.7,Pequeño,Excelente,Alto,No,3,233,12,66.92,5,Teddy,True,2026-06-02
PAE-01066,Perro,Poodle,7,13.4,Mediano,Excelente,Medio,No,5,244,2,60.96,26,Duke,False,2026-05-21
PAE-01067,Perro,Pastor Alemán,29,21.9,Mediano,Excelente,Alto,No,5,196,6,85.11,30,Sophie,True,2026-05-07
PAE-01068,Perro,Mestizo,7,1.6,Pequeño,Bueno,Alto,No,2,131,11,15.25,13,Lucy,True,2026-06-08
PAE-01069,Perro,Labrador,19,6.2,Pequeño,Bueno,Alto,No,3,141,0,41.0,10,Buster,True,2026-06-09
PAE-01070,Perro,Bulldog,18,16.0,Pequeño,Bueno,Alto,No,3,251,9,77.56,15,Garfield,True,2026-05-22
PAE-01071,Perro,Labrador,29,13.6,Grande,Bueno,Medio,Si,4,134,3,55.85,50,Romeo,False,2026-05-01
PAE-01072,Perro,Pastor Alemán,31,13.6,Pequeño,En Tratamiento,Medio,Si,1,256,10,104.81,78,Daisy,True,2026-03-23
PAE-01073,Perro,Mestizo,26,16.0,Pequeño,Bueno,Bajo,Si,2,259,4,65.25,85,Smokey,True,2026-03-25
PAE-01074,Perro,Mestizo,22,13.3,Mediano,Excelente,Bajo,Si,7,353,2,71.29,79,Jasper,False,2026-04-05
PAE-01075,Gato,Angora,5,8.6,Pequeño,Bueno,Bajo,Si,3,151,4,46.99,48,Max,False,2026-05-08
PAE-01076,Perro,Mestizo,5,15.8,Pequeño,Bueno,Alto,Si,2,167,3,65.62,31,Manchas,True,2026-05-13
PAE-01077,Perro,Poodle,7,12.1,Pequeño,Bueno,Medio,Si,3,10,4,52.59,30,Sparky,True,2026-05-18
PAE-01078,Perro,Mestizo,27,9.3,Mediano,Bueno,Alto,No,1,105,8,54.67,31,Felix,True,2026-05-20
PAE-01079,Perro,Labrador,18,16.1,Mediano,Excelente,Bajo,Si,3,104,13,74.52,32,Sophie,True,2026-05-08
PAE-01080,Gato,Angora,28,15.9,Mediano,Regular,Alto,No,2,250,11,70.64,42,Bella,True,2026-05-20
PAE-01081,Gato,Mestizo,30,13.3,Mediano,En Tratamiento,Medio,No,2,380,7,104.17,127,Garfield,True,2026-02-22
PAE-01082,Perro,Mestizo,9,22.3,Grande,Bueno,Alto,No,1,258,7,90.85,46,Oreo,False,2026-04-18
PAE-01083,Perro,Mestizo,18,20.0,Mediano,Bueno,Alto,No,2,299,1,77.73,37,Oliver,False,2026-05-06
PAE-01084,Gato,Persa,17,18.0,Pequeño,Bueno,Bajo,No,0,128,2,74.31,88,Fiona,False,2026-03-19
PAE-01085,Gato,Siamés,14,27.4,Pequeño,Regular,Bajo,No,5,80,10,108.42,85,Toby,False,2026-04-07
PAE-01086,Perro,Mestizo,11,11.1,Mediano,Bueno,Bajo,Si,2,175,3,53.05,70,Bruno,False,2026-04-05
PAE-01087,Perro,Mestizo,32,9.2,Mediano,En Tratamiento,Medio,No,4,137,9,91.64,120,Max,False,2026-02-18
PAE-01088,Perro,Bulldog,18,17.2,Pequeño,Bueno,Bajo,No,3,113,11,79.67,56,Teddy,False,2026-04-19
PAE-01089,Gato,Persa,18,10.5,Mediano,Bueno,Medio,No,4,221,0,47.86,24,Sophie,True,2026-06-06
PAE-01090,Perro,Mestizo,8,12.1,Pequeño,Bueno,Bajo,No,4,81,13,64.08,50,Sasha,True,2026-04-26
PAE-01091,Gato,Mestizo,26,6.1,Mediano,En Tratamiento,Medio,No,1,282,13,80.51,109,Dexter,True,2026-02-25
PAE-01092,Perro,Poodle,5,15.6,Mediano,Regular,Medio,Si,3,160,8,71.35,30,Toby,True,2026-05-24
PAE-01093,Perro,Mestizo,23,3.2,Pequeño,Excelente,Medio,Si,4,195,14,31.17,2,Coco,True,2026-06-28
PAE-01094,Perro,Pastor Alemán,23,11.4,Mediano,Bueno,Medio,No,3,209,1,57.51,33,Pelusa,True,2026-04-30
PAE-01095,Perro,Mestizo,13,11.9,Pequeño,Bueno,Bajo,No,1,153,11,60.25,75,Felix,True,2026-03-27
PAE-01096,Perro,Labrador,21,9.4,Mediano,Bueno,Bajo,Si,2,326,14,44.74,38,Buster,True,2026-05-06
PAE-01097,Perro,Mestizo,20,1.5,Pequeño,Regular,Medio,No,3,39,1,19.17,66,Oscar,True,2026-04-03
PAE-01098,Perro,Pastor Alemán,17,1.4,Grande,Regular,Medio,Si,5,328,7,23.48,25,Zeus,False,2026-05-17
PAE-01099,Gato,Mestizo,18,7.5,Pequeño,Regular,Medio,No,3,165,9,44.99,39,Max,False,2026-05-19
PAE-01100,Perro,Mestizo,18,15.2,Grande,En Tratamiento,Bajo,No,4,292,14,114.1,150,Duke,True,2026-01-19
PAE-01101,Perro,Mestizo,19,13.7,Mediano,Bueno,Medio,No,6,220,14,66.57,22,Lucy,True,2026-05-14
PAE-01102,Gato,Persa,18,11.9,Mediano,Regular,Alto,Si,4,285,8,52.48,19,Sparky,True,2026-06-04
PAE-01103,Gato,Mestizo,4,6.7,Pequeño,Regular,Medio,No,4,188,0,41.7,71,Luna,False,2026-03-23
PAE-01104,Gato,Mestizo,16,14.0,Grande,Bueno,Alto,No,2,223,1,68.72,43,Casper,False,2026-05-18
PAE-01105,Gato,Mestizo,21,1.2,Pequeño,Regular,Bajo,Si,2,309,9,19.19,73,Tequila,True,2026-04-10
PAE-01106,Perro,Mestizo,19,1.0,Pequeño,Excelente,Medio,Si,1,209,4,19.34,42,Coco,False,2026-05-10
PAE-01107,Perro,Mestizo,29,10.5,Mediano,Regular,Medio,No,2,333,8,41.68,76,Manchas,True,2026-03-29
PAE-01108,Gato,Mestizo,25,8.7,Pequeño,Bueno,Bajo,No,5,235,9,52.42,76,Garfield,True,2026-04-11
PAE-01109,Perro,Labrador,7,18.1,Pequeño,Bueno,Alto,Si,2,126,4,79.98,15,Garfield,False,2026-06-10
PAE-01110,Perro,Poodle,16,12.9,Grande,Regular,Alto,No,3,164,6,63.2,35,Salem,True,2026-05-08
PAE-01111,Gato,Persa,14,21.9,Grande,Bueno,Medio,No,4,288,5,93.31,48,Teddy,True,2026-05-06
PAE-01112,Perro,Pastor Alemán,17,8.7,Mediano,Bueno,Alto,Si,1,76,13,47.77,2,Lola,True,2026-06-03
PAE-01113,Perro,Mestizo,17,14.9,Grande,Excelente,Medio,No,1,279,5,69.14,59,Oscar,True,2026-04-07
PAE-01114,Perro,Poodle,25,10.5,Mediano,Bueno,Bajo,Si,3,163,1,59.06,79,Jack,False,2026-04-04
PAE-01115,Perro,Mestizo,20,20.3,Pequeño,Bueno,Bajo,Si,5,71,14,98.39,49,Smokey,False,2026-04-27
PAE-01116,Perro,Mestizo,32,10.8,Mediano,Regular,Bajo,Si,2,220,12,58.14,97,Charlie,True,2026-03-17
PAE-01117,Perro,Mestizo,20,17.1,Mediano,En Tratamiento,Bajo,No,3,129,9,126.17,131,Bella,True,2026-02-10
PAE-01118,Gato,Mestizo,8,5.5,Grande,Bueno,Medio,No,7,142,13,32.12,36,Scout,False,2026-05-06
PAE-01119,Perro,Mestizo,12,9.5,Pequeño,Regular,Medio,Si,3,137,7,47.18,51,Jack,True,2026-05-03
PAE-01120,Perro,Mestizo,25,11.5,Mediano,Bueno,Alto,No,4,211,5,57.06,33,Tiger,False,2026-05-25
PAE-01121,Gato,Mestizo,1,19.6,Pequeño,Regular,Bajo,No,3,161,13,86.21,74,Jack,True,2026-04-11
PAE-01122,Gato,Mestizo,1,1.0,Pequeño,Bueno,Medio,Si,0,239,3,20.37,49,Tiger,True,2026-04-16
PAE-01123,Gato,Mestizo,18,10.0,Pequeño,Bueno,Alto,No,5,301,6,45.19,19,Canela,False,2026-06-05
PAE-01124,Gato,Mestizo,29,9.8,Grande,Bueno,Medio,No,7,254,8,47.2,53,Apollo,True,2026-04-29
PAE-01125,Perro,Mestizo,33,1.0,Grande,Excelente,Medio,No,2,380,6,16.66,61,Oreo,True,2026-04-13
PAE-01126,Perro,Mestizo,15,9.2,Mediano,Regular,Medio,No,3,405,5,49.57,55,Lola,True,2026-05-04
PAE-01127,Perro,Mestizo,30,2.8,Mediano,Regular,Bajo,No,4,170,1,23.04,120,Pelusa,True,2026-02-23
PAE-01128,Perro,Mestizo,18,1.0,Pequeño,Bueno,Medio,No,1,84,2,17.48,48,Simba,True,2026-05-09
PAE-01129,Perro,Labrador,1,10.4,Pequeño,Bueno,Bajo,Si,6,171,13,50.17,21,Zeus,True,2026-05-14
PAE-01130,Perro,Poodle,17,10.2,Pequeño,Regular,Medio,No,3,211,6,53.91,47,Rocky,False,2026-04-18
PAE-01131,Perro,Mestizo,10,10.5,Mediano,Regular,Medio,No,4,422,10,57.86,42,Daisy,False,2026-04-28
PAE-01132,Perro,Mestizo,29,13.5,Mediano,Bueno,Bajo,Si,2,162,12,58.32,78,Bella,True,2026-04-07
PAE-01133,Perro,Bulldog,17,6.7,Mediano,Bueno,Bajo,No,2,227,0,42.34,67,Tiger,True,2026-04-07
PAE-01134,Perro,Mestizo,2,22.7,Pequeño,Regular,Alto,No,6,131,12,90.08,41,Simba,False,2026-05-02
PAE-01135,Perro,Mestizo,1,11.8,Pequeño,Bueno,Alto,No,5,165,0,59.56,45,Toby,False,2026-04-21
PAE-01136,Perro,Mestizo,17,19.7,Pequeño,Bueno,Medio,Si,5,78,2,77.68,37,Jasper,True,2026-05-21
PAE-01137,Gato,Mestizo,1,1.9,Mediano,Bueno,Medio,No,3,53,13,28.63,17,Jasper,True,2026-05-23
PAE-01138,Perro,Mestizo,11,7.0,Grande,Regular,Medio,No,2,336,10,38.11,52,Rocky,True,2026-05-05
PAE-01139,Perro,Poodle,20,16.1,Mediano,Regular,Bajo,Si,1,306,13,72.49,48,Oreo,True,2026-04-27
PAE-01140,Perro,Mestizo,5,10.6,Grande,En Tratamiento,Alto,Si,2,163,4,97.81,85,Oliver,True,2026-03-12
PAE-01141,Gato,Mestizo,29,5.6,Mediano,Regular,Medio,No,3,306,13,41.26,56,Oliver,True,2026-05-05
PAE-01142,Perro,Mestizo,32,1.0,Mediano,En Tratamiento,Alto,Si,2,69,13,60.2,57,Bruno,False,2026-05-01
PAE-01143,Perro,Poodle,5,16.4,Pequeño,Bueno,Bajo,Si,7,182,11,72.12,44,Buster,False,2026-04-24
PAE-01144,Perro,Bulldog,14,15.9,Grande,Regular,Bajo,No,2,217,2,71.46,109,Salem,False,2026-03-14
PAE-01145,Perro,Mestizo,29,13.5,Mediano,Excelente,Medio,No,3,326,8,66.98,58,Sasha,True,2026-04-14
PAE-01146,Gato,Mestizo,17,9.0,Pequeño,Regular,Alto,No,2,219,6,42.78,52,Lola,True,2026-04-25
PAE-01147,Gato,Mestizo,1,5.3,Mediano,Bueno,Bajo,No,2,254,1,22.95,74,Tiger,False,2026-04-08
